Age,DailyRate,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
32,128,2,1,0.23958333333333334,4,1,84,2,2,0.24338624338624337,1,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
24,535,24,3,0.1274787535410765,4,1,38,3,1,0.4032258064516129,4,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
48,1108,15,4,0.13846153846153847,3,0,65,3,1,0.16071428571428573,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
26,575,3,1,0.23958333333333334,3,1,73,3,1,0.16071428571428573,1,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49,271,3,2,0.1274787535410765,3,0,43,2,2,0.24338624338624337,1,4789,23070,4,0,25,4,1,1,10,3,3,3,2,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
27,294,10,2,0.1515837104072398,4,1,32,3,3,0.08928571428571429,1,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
29,461,1,3,0.1515837104072398,4,1,70,4,2,0.06315789473684211,3,6294,23060,8,1,12,3,4,0,10,5,4,3,2,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
55,685,26,5,0.23387096774193547,3,1,60,2,5,0.03076923076923077,4,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
32,334,5,2,0.1515837104072398,1,1,80,4,1,0.16071428571428573,2,3298,15053,0,1,12,3,4,2,7,5,2,6,2,0,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
32,267,29,4,0.1515837104072398,3,0,49,2,1,0.24338624338624337,2,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
42,319,24,3,0.1274787535410765,4,1,56,3,3,0.08928571428571429,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
34,1400,9,1,0.1515837104072398,2,0,70,3,2,0.17408906882591094,3,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
19,489,2,2,0.23958333333333334,1,1,52,2,1,0.19047619047619047,4,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
35,200,18,2,0.1515837104072398,3,1,60,3,3,0.08928571428571429,4,9362,19944,2,0,11,3,3,0,10,2,3,2,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20,1141,2,3,0.1274787535410765,3,0,31,3,1,0.4032258064516129,3,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
31,1327,3,4,0.1274787535410765,2,1,73,3,3,0.030303030303030304,3,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,1037,1,3,0.1274787535410765,2,1,42,3,1,0.16071428571428573,4,2436,13422,6,1,12,3,3,0,6,2,3,4,3,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
47,202,2,2,0.13846153846153847,3,0,33,3,4,0.03076923076923077,4,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
34,258,21,4,0.1515837104072398,4,1,74,4,2,0.17408906882591094,4,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
26,652,7,3,0.13846153846153847,3,1,100,4,1,0.24338624338624337,1,3578,23577,0,0,12,3,4,0,8,2,3,7,7,0,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
38,395,9,3,0.23387096774193547,2,1,98,2,1,0.4032258064516129,2,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
38,1391,10,1,0.1274787535410765,3,1,66,3,1,0.16071428571428573,3,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32,929,10,3,0.23387096774193547,4,1,55,3,2,0.17408906882591094,4,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
35,195,1,3,0.1274787535410765,1,0,80,3,2,0.17408906882591094,3,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
41,918,6,3,0.23387096774193547,4,1,35,3,3,0.17408906882591094,3,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33,924,2,3,0.1274787535410765,3,1,78,3,1,0.24338624338624337,4,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
40,1142,8,2,0.1515837104072398,4,1,72,3,2,0.06315789473684211,4,4069,8841,3,1,18,3,3,0,8,2,3,2,2,2,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
53,1219,2,4,0.1515837104072398,1,0,78,2,4,0.03076923076923077,4,15427,22021,2,0,16,3,3,0,31,3,3,25,8,3,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
40,658,10,4,0.23387096774193547,1,1,67,2,3,0.17408906882591094,2,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
29,1090,10,3,0.23387096774193547,4,1,83,3,1,0.4032258064516129,2,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
21,1427,18,1,0.13846153846153847,4,0,65,3,1,0.16071428571428573,4,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
30,600,8,3,0.22727272722287328,3,0,66,2,1,0.19047619047619047,4,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26,1066,2,2,0.1274787535410765,4,1,32,4,2,0.08928571428571429,4,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
26,1283,1,3,0.1274787535410765,3,1,52,2,2,0.17408906882591094,1,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,697,3,4,0.1515837104072398,3,1,40,2,1,0.16071428571428573,4,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25,949,1,3,0.23958333333333334,1,1,81,3,1,0.24338624338624337,4,3229,4910,4,0,11,3,2,1,7,2,2,3,2,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
37,504,10,3,0.1274787535410765,1,1,61,3,3,0.08928571428571429,3,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
35,802,10,3,0.13846153846153847,2,1,45,3,1,0.24338624338624337,4,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
23,427,7,3,0.1515837104072398,3,1,99,3,1,0.4032258064516129,4,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
42,179,2,5,0.1274787535410765,4,1,79,4,2,0.19047619047619047,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
59,818,6,2,0.1274787535410765,2,1,52,3,1,0.19047619047619047,3,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
29,1246,19,3,0.1515837104072398,3,1,77,2,2,0.17408906882591094,3,8620,23757,1,0,14,3,3,2,10,3,3,10,7,0,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
29,906,10,3,0.1515837104072398,4,0,92,2,1,0.16071428571428573,1,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
46,526,1,2,0.23387096774193547,2,0,92,3,3,0.17408906882591094,1,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
37,142,9,4,0.1274787535410765,1,1,69,3,3,0.17408906882591094,2,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
34,401,1,3,0.1515837104072398,4,0,86,2,1,0.24338624338624337,2,3294,3708,5,0,17,3,1,1,7,2,2,5,4,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
28,1179,19,4,0.1274787535410765,4,1,78,2,1,0.24338624338624337,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
32,1062,2,3,0.1274787535410765,3,0,75,3,1,0.24338624338624337,2,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
51,1178,14,2,0.1515837104072398,3,0,87,3,2,0.17408906882591094,4,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
57,593,1,4,0.1274787535410765,4,1,88,3,2,0.06315789473684211,3,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
59,142,3,3,0.1515837104072398,3,1,70,2,1,0.16071428571428573,4,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30,125,9,2,0.1274787535410765,4,1,83,2,1,0.24338624338624337,3,2206,16117,1,0,13,3,1,0,10,5,3,10,0,1,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
40,300,26,3,0.23387096774193547,3,1,74,3,2,0.17408906882591094,1,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
29,592,7,3,0.1515837104072398,4,1,59,3,1,0.24338624338624337,1,2062,19384,3,0,14,3,2,0,11,2,3,3,2,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
36,1425,14,1,0.1515837104072398,3,1,68,3,2,0.06315789473684211,4,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
27,1134,16,4,0.23958333333333334,3,0,37,3,1,0.24338624338624337,2,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
27,155,4,3,0.1515837104072398,2,1,87,4,2,0.08928571428571429,2,6142,5174,1,1,20,4,2,1,6,0,3,6,2,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
29,1010,1,3,0.1515837104072398,1,0,97,3,1,0.16071428571428573,4,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
28,120,4,3,0.1274787535410765,2,1,43,3,2,0.17408906882591094,3,4221,8863,1,0,15,3,2,0,5,3,4,5,4,0,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
32,1318,10,4,0.23387096774193547,4,1,79,3,2,0.17408906882591094,4,4648,26075,8,0,13,3,3,0,4,2,4,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30,852,10,3,0.23387096774193547,3,1,72,2,2,0.17408906882591094,3,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
34,204,14,3,0.23958333333333334,3,0,31,3,1,0.4032258064516129,3,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
37,1239,8,2,0.13846153846153847,3,1,89,3,2,0.19047619047619047,2,4071,12832,2,0,13,3,3,0,19,4,2,10,0,4,7,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
54,685,3,3,0.1515837104072398,4,1,85,3,4,0.030303030303030304,4,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
45,974,1,4,0.1274787535410765,4,0,91,3,1,0.24338624338624337,4,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
34,829,3,2,0.22727272722287328,3,1,88,3,1,0.19047619047619047,4,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
49,1313,11,4,0.23387096774193547,4,0,80,3,2,0.17408906882591094,4,4507,8191,3,0,12,3,3,0,8,1,4,5,1,0,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22,217,8,1,0.1515837104072398,2,1,94,1,1,0.24338624338624337,1,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
39,1132,1,3,0.1274787535410765,3,1,48,4,3,0.06315789473684211,4,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
39,1329,4,4,0.1515837104072398,4,0,47,2,2,0.17408906882591094,3,5902,14590,4,0,14,3,3,1,17,1,4,15,11,5,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
29,352,6,1,0.1274787535410765,4,1,87,2,1,0.19047619047619047,2,2804,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
34,1440,7,2,0.23958333333333334,2,1,55,3,1,0.4032258064516129,3,2308,4944,0,1,25,4,2,1,12,4,3,11,10,5,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
32,1311,7,3,0.1515837104072398,2,1,100,4,1,0.24338624338624337,2,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,1354,5,3,0.1274787535410765,3,0,45,2,3,0.03076923076923077,1,11631,5615,2,0,12,3,4,0,14,6,3,11,10,5,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
40,1395,26,3,0.1274787535410765,2,0,54,3,2,0.16071428571428573,2,5605,8504,1,0,11,3,1,1,20,2,3,20,7,2,13,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26,157,1,3,0.1274787535410765,3,1,95,3,1,0.24338624338624337,1,2867,20006,0,0,13,3,4,0,8,6,2,7,7,7,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
32,234,1,4,0.1274787535410765,2,1,68,2,1,0.4032258064516129,2,2269,18024,0,0,14,3,2,1,3,2,3,2,2,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
29,153,15,2,0.1515837104072398,4,0,49,2,2,0.24338624338624337,3,4193,12682,0,1,12,3,4,0,10,3,3,9,5,0,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
29,991,5,3,0.1274787535410765,1,1,43,2,2,0.17408906882591094,2,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
35,776,1,4,0.23387096774193547,3,1,32,2,2,0.17408906882591094,1,4312,23016,0,0,14,3,2,0,16,2,3,15,13,2,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38,1180,29,1,0.1274787535410765,2,1,70,3,2,0.06315789473684211,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
49,1002,18,4,0.1515837104072398,4,1,92,3,2,0.08928571428571429,4,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33,213,7,3,0.1274787535410765,3,1,49,3,3,0.030303030303030304,3,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
51,1169,7,4,0.1274787535410765,2,1,34,2,2,0.08928571428571429,3,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
24,897,10,3,0.1274787535410765,1,1,59,3,1,0.19047619047619047,4,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
49,1023,2,3,0.1274787535410765,4,1,63,2,2,0.17408906882591094,2,5390,13243,2,0,14,3,4,0,17,3,2,9,6,0,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
26,683,2,1,0.1274787535410765,1,1,36,2,1,0.16071428571428573,4,3904,4050,0,0,12,3,4,0,5,2,3,4,3,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
55,1091,2,1,0.1515837104072398,4,1,65,3,3,0.08928571428571429,2,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,1202,2,1,0.1274787535410765,2,0,89,4,2,0.06315789473684211,3,6377,13888,5,0,20,4,2,3,15,0,3,12,11,11,8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
33,1242,8,4,0.1515837104072398,1,1,46,3,2,0.17408906882591094,1,6392,10589,2,0,13,3,4,1,8,6,1,2,2,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
21,391,15,2,0.1515837104072398,3,1,96,3,1,0.16071428571428573,4,1232,19281,1,0,14,3,4,0,0,6,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
35,944,1,3,0.23387096774193547,3,0,92,3,3,0.17408906882591094,3,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
24,830,13,2,0.1515837104072398,4,0,78,3,1,0.4032258064516129,2,2033,7103,1,0,13,3,3,1,1,2,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23,507,20,1,0.1515837104072398,1,1,97,3,2,0.24338624338624337,3,2272,24812,0,0,14,3,2,0,5,2,3,4,3,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
47,1180,25,3,0.1274787535410765,1,1,84,3,3,0.06315789473684211,3,8633,13084,2,0,23,4,2,0,25,3,3,17,14,12,11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
24,1353,3,2,0.13846153846153847,1,0,33,3,2,0.17408906882591094,3,4999,17519,0,0,21,4,1,1,4,2,2,3,2,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
52,1490,4,2,0.1515837104072398,4,0,30,3,4,0.03076923076923077,4,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
22,1256,19,1,0.1274787535410765,3,1,80,3,1,0.16071428571428573,4,2323,11992,1,0,24,4,1,2,2,6,3,2,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
29,1413,1,1,0.1274787535410765,2,0,42,3,3,0.17408906882591094,4,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
55,135,18,4,0.1274787535410765,3,1,62,3,2,0.06315789473684211,2,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
33,1111,5,1,0.1515837104072398,2,1,61,3,2,0.17408906882591094,4,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
18,1431,14,3,0.1274787535410765,2,0,33,3,1,0.16071428571428573,3,1514,8018,1,0,16,3,3,0,0,4,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41,465,14,3,0.1515837104072398,1,1,56,3,1,0.16071428571428573,3,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
44,1315,3,4,0.13846153846153847,4,1,35,3,5,0.03076923076923077,4,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
38,1495,10,3,0.1274787535410765,3,0,76,3,2,0.06315789473684211,3,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23,541,2,1,0.23958333333333334,3,1,62,3,1,0.4032258064516129,1,2322,9518,3,0,13,3,3,1,3,3,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
48,855,4,3,0.1515837104072398,4,1,54,3,3,0.08928571428571429,4,7898,18706,1,0,11,3,3,0,11,2,3,10,9,0,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
34,790,24,4,0.1274787535410765,1,0,40,2,2,0.17408906882591094,2,4599,7815,0,1,23,4,3,0,16,2,4,15,9,10,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20,959,1,3,0.1515837104072398,4,0,83,2,1,0.16071428571428573,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
18,1306,5,3,0.23387096774193547,2,1,69,3,1,0.4032258064516129,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,536,10,5,0.23387096774193547,4,1,82,4,3,0.17408906882591094,3,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
28,1404,17,3,0.23958333333333334,3,1,32,2,1,0.24338624338624337,4,2367,18779,5,0,12,3,1,1,6,2,2,4,1,0,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
54,155,9,2,0.1515837104072398,1,0,67,3,2,0.16071428571428573,3,2897,22474,3,0,11,3,3,2,9,6,2,4,3,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
58,286,2,4,0.1515837104072398,4,1,31,3,5,0.030303030303030304,2,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
35,1276,16,3,0.1515837104072398,4,1,72,3,3,0.06315789473684211,3,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
35,819,18,5,0.1515837104072398,2,1,48,4,2,0.16071428571428573,1,5208,26312,1,0,11,3,4,0,16,2,3,16,15,1,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
34,304,2,3,0.13846153846153847,4,1,60,3,2,0.17408906882591094,4,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38,1261,2,4,0.1515837104072398,4,1,88,3,2,0.08928571428571429,3,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
56,1162,24,2,0.1515837104072398,1,1,97,3,1,0.24338624338624337,4,2587,10261,1,0,16,3,4,0,5,3,3,4,2,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
35,950,7,3,0.13846153846153847,3,1,59,3,3,0.08928571428571429,3,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
53,661,1,4,0.1274787535410765,1,0,60,2,4,0.08928571428571429,3,12965,22308,4,1,20,4,4,3,27,2,2,3,2,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
31,667,1,4,0.1515837104072398,2,0,50,1,1,0.4032258064516129,3,1359,16154,1,0,12,3,2,0,1,3,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29,144,10,1,0.23387096774193547,4,0,39,2,2,0.17408906882591094,2,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
56,1400,7,3,0.1515837104072398,4,1,49,1,3,0.08928571428571429,4,7260,21698,4,0,11,3,1,0,37,3,2,6,4,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
57,405,1,2,0.1515837104072398,2,1,93,4,2,0.16071428571428573,3,4900,2721,0,0,24,4,1,1,13,2,2,12,9,2,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
41,427,10,4,0.22727272722287328,2,1,73,2,5,0.03076923076923077,4,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
41,509,2,4,0.13846153846153847,1,0,62,2,2,0.06315789473684211,3,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42,810,23,5,0.1515837104072398,1,0,44,3,4,0.030303030303030304,4,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
